y_trust2005,y_trust2006,y_trust2007,y_trust2008,x_age2005,x_age2006,x_age2007,x_age2008,x_male2005,x_male2006,x_male2007,x_male2008,d_threat2005,d_threat2006,d_threat2007,d_threat2008,x_education2005,x_education2006,x_education2007,x_education2008,x_income2005,x_income2006,x_income2007,x_income2008,idpers
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7680
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7681
0,NA,5,4,41,42,43,44,0,0,0,0,0,NA,1,0,1,1,1,1,1,NA,1,0,7682
9,9,8,8,64,65,66,67,1,1,1,1,0,0,0,0,4,4,4,4,3,2,3,2,7683
6,4,5,5,59,60,61,62,0,0,0,0,0,0,1,0,6,6,6,6,0,0,0,0,7684
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7685
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7686
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7687
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7688
NA,NA,NA,NA,57,58,59,60,1,1,1,1,NA,NA,NA,NA,10,10,10,10,NA,NA,NA,NA,7689
7,6,7,6,53,54,55,56,0,0,0,0,0,0,0,1,10,10,10,10,2,2,2,2,7690
NA,8,6,7,NA,23,24,25,NA,0,0,0,NA,0,0,0,NA,9,9,9,NA,1,1,2,7691
9,NA,7,8,18,19,20,21,0,0,0,0,0,NA,0,0,1,1,1,2,0,NA,0,0,7692
NA,7,NA,NA,60,61,62,63,1,1,1,1,NA,0,NA,NA,10,10,10,10,NA,3,NA,NA,7693
7,5,6,5,56,57,58,59,0,0,0,0,0,0,0,0,6,6,6,6,1,1,1,1,7694
NA,10,9,8,24,25,26,27,1,1,1,1,NA,1,1,0,6,6,6,10,NA,0,0,1,7695
NA,8,6,5,22,23,24,25,1,1,1,1,NA,0,0,1,6,6,6,10,NA,NA,NA,0,7696
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7697
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7698
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7699
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7700
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7701
NA,NA,NA,NA,NA,29,30,31,NA,0,0,0,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,7702
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7703
NA,NA,5,NA,NA,NA,47,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,2,NA,7704
NA,NA,NA,NA,NA,NA,45,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7705
NA,4,NA,NA,60,61,NA,NA,0,0,NA,NA,NA,0,NA,NA,10,10,NA,NA,NA,1,NA,NA,7706
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7707
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7708
5,5,8,9,41,42,43,44,1,1,1,1,1,0,1,0,4,4,4,4,3,3,3,3,7709
3,8,7,8,39,40,41,42,0,0,0,0,0,0,0,0,4,4,4,4,NA,0,0,0,7710
NA,NA,10,10,13,14,15,16,1,1,1,1,NA,NA,1,1,0,0,0,0,NA,NA,NA,0,7711
NA,NA,NA,NA,11,12,13,14,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,7712
NA,8,7,6,NA,46,47,48,NA,1,1,1,NA,0,1,0,NA,10,10,10,NA,1,2,3,7713
NA,NA,0,8,NA,NA,47,48,NA,NA,1,1,NA,NA,0,0,NA,NA,3,3,NA,NA,2,3,7714
NA,NA,5,7,NA,NA,43,44,NA,NA,0,0,NA,NA,1,0,NA,NA,4,4,NA,NA,NA,0,7715
NA,NA,0,5,NA,NA,16,17,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,NA,0,7716
NA,NA,NA,8,NA,NA,14,15,NA,NA,0,0,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,7717
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7718
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7719
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7720
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7721
5,3,4,5,35,36,37,38,0,0,0,0,0,0,0,0,4,7,7,7,2,2,3,3,7722
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7723
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7724
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7725
7,6,7,3,84,85,86,87,1,1,1,1,0,0,0,0,4,4,4,4,NA,NA,NA,NA,7726
NA,4,4,4,80,81,82,83,0,0,0,0,NA,0,0,0,1,1,1,1,NA,NA,NA,NA,7727
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7728
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7729
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7730
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7731
NA,NA,NA,NA,76,77,78,79,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,7732
0,0,5,3,72,73,74,75,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,7733
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7734
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7735
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7736
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7737
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7738
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7739
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7740
8,NA,NA,NA,52,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7741
6,7,NA,NA,45,46,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,NA,NA,NA,NA,7742
NA,NA,NA,NA,46,47,48,49,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,7743
10,10,9,10,45,46,47,48,0,0,0,0,0,0,0,0,6,6,6,6,3,3,3,2,7744
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7745
2,5,0,0,20,21,22,23,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,7746
NA,9,9,8,17,18,19,20,0,0,0,0,NA,0,0,0,1,1,1,1,NA,0,0,1,7747
6,4,6,5,48,49,50,51,1,1,1,1,0,0,0,0,10,10,10,10,3,3,3,3,7748
7,6,7,5,44,45,46,47,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,1,7749
10,8,8,7,19,20,21,22,1,1,1,1,1,0,1,1,6,6,6,6,0,1,0,0,7750
6,5,6,2,17,18,19,20,1,1,1,1,0,0,0,0,0,0,6,6,0,0,0,0,7751
10,7,NA,NA,14,15,16,17,1,1,1,1,0,1,NA,NA,0,0,0,0,NA,0,NA,NA,7752
10,8,9,9,37,38,39,40,1,1,1,1,1,1,1,1,9,9,9,9,2,2,3,3,7753
NA,8,NA,NA,34,35,36,37,0,0,0,0,NA,0,NA,NA,7,5,5,5,NA,1,NA,NA,7754
4,5,1,5,56,57,58,59,1,1,1,1,0,0,0,0,5,5,5,5,1,1,0,1,7755
NA,8,NA,NA,53,54,55,56,0,0,0,0,NA,0,NA,NA,4,4,4,4,NA,1,NA,NA,7756
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7757
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7758
NA,NA,5,5,NA,NA,95,96,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,NA,NA,7759
NA,NA,NA,NA,NA,NA,86,87,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,7760
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7761
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7762
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7764
NA,NA,NA,6,NA,59,NA,61,NA,0,NA,0,NA,NA,NA,0,NA,4,NA,4,NA,NA,NA,1,7765
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7766
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7767
10,NA,9,10,75,NA,77,78,0,NA,0,0,0,NA,0,0,2,NA,2,2,NA,NA,0,0,7768
4,3,4,5,55,56,57,58,0,0,0,0,0,0,1,0,10,10,10,10,3,NA,0,0,7769
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7770
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7771
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7772
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7773
NA,NA,6,7,NA,NA,59,60,NA,NA,1,1,NA,NA,0,0,NA,NA,1,1,NA,NA,2,2,7774
NA,NA,8,6,NA,NA,58,59,NA,NA,0,0,NA,NA,0,0,NA,NA,2,2,NA,NA,1,0,7775
NA,NA,NA,NA,NA,NA,70,71,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,7776
NA,NA,7,8,NA,NA,70,71,NA,NA,0,0,NA,NA,0,0,NA,NA,6,6,NA,NA,NA,NA,7777
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7778
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7779
8,NA,NA,NA,26,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,7780
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7781
NA,NA,NA,NA,NA,NA,55,56,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,7782
NA,NA,5,7,NA,NA,52,53,NA,NA,0,0,NA,NA,0,0,NA,NA,5,5,NA,NA,0,0,7783
NA,NA,7,NA,NA,NA,28,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,1,NA,7784
NA,NA,NA,NA,NA,NA,27,28,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,7785
NA,NA,NA,NA,NA,NA,24,25,NA,NA,0,0,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,7786
2,5,3,0,58,59,60,61,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,7787
NA,NA,NA,NA,50,51,52,53,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,7788
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7789
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7790
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7791
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7792
8,NA,NA,NA,41,42,NA,44,1,1,NA,1,0,NA,NA,NA,8,8,NA,8,3,NA,NA,NA,7793
NA,NA,NA,NA,NA,44,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7794
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7795
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7796
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7797
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7798
NA,NA,0,8,NA,NA,48,49,NA,NA,1,1,NA,NA,0,0,NA,NA,6,6,NA,NA,2,2,7799
NA,NA,NA,NA,NA,NA,47,48,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7801
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7802
NA,NA,4,6,NA,NA,23,24,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,2,2,7803
NA,NA,9,7,NA,NA,15,16,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,7804
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7805
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7806
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7807
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7809
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7810
NA,NA,NA,NA,NA,40,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,7811
NA,NA,NA,NA,NA,40,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,7812
NA,NA,NA,NA,NA,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7814
NA,NA,NA,NA,NA,NA,43,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7815
NA,NA,NA,NA,NA,NA,62,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7816
NA,NA,NA,NA,NA,NA,46,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7817
NA,NA,NA,NA,NA,NA,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7818
NA,NA,NA,NA,NA,NA,14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7819
NA,4,NA,NA,NA,40,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7820
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7821
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7822
NA,NA,NA,NA,94,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,7823
10,8,8,8,68,69,70,71,0,0,0,0,0,0,0,0,8,8,8,8,NA,NA,NA,NA,7824
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7825
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7826
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7827
4,5,NA,NA,41,42,NA,NA,1,1,NA,NA,0,0,NA,NA,10,10,NA,NA,3,2,NA,NA,7828
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7829
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7830
NA,NA,5,5,NA,NA,71,72,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,7831
NA,NA,NA,NA,NA,52,53,54,NA,0,0,0,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,7832
NA,NA,NA,NA,NA,47,48,49,NA,1,1,1,NA,NA,NA,NA,NA,7,7,7,NA,NA,NA,NA,7833
NA,8,6,5,NA,18,19,20,NA,0,0,0,NA,0,1,1,NA,0,0,0,NA,0,0,0,7834
NA,NA,NA,NA,NA,10,11,12,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,7835
5,0,7,5,34,35,36,37,1,1,1,1,0,0,0,0,5,5,5,5,2,3,3,3,7836
7,7,6,5,29,30,31,32,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,NA,NA,7837
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7839
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7840
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7841
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7842
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7843
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7844
NA,NA,NA,NA,75,76,77,78,1,1,1,1,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,7845
NA,NA,NA,NA,70,71,72,73,0,0,0,0,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,7846
8,8,9,8,35,36,37,38,0,0,0,0,0,0,0,0,7,7,7,7,1,1,1,1,7847
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7848
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7849
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7850
NA,NA,9,8,NA,NA,54,55,NA,NA,0,0,NA,NA,0,0,NA,NA,6,6,NA,NA,2,2,7851
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7852
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7853
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7854
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7855
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7856
5,NA,5,10,89,90,91,92,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,7857
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7858
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7859
NA,NA,5,6,NA,NA,56,57,NA,NA,1,1,NA,NA,0,0,NA,NA,8,8,NA,NA,3,3,7860
NA,NA,7,7,NA,NA,55,56,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,2,2,7861
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7862
NA,NA,8,8,NA,NA,30,31,NA,NA,0,0,NA,NA,0,0,NA,NA,6,6,NA,NA,1,1,7863
5,7,8,6,45,46,47,48,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,7864
0,5,5,0,43,44,45,46,1,1,1,1,0,0,0,0,5,5,5,5,3,3,3,3,7865
3,5,5,4,16,17,18,19,1,1,1,1,0,0,0,0,0,1,1,1,NA,0,0,0,7866
NA,5,5,2,13,14,15,16,1,1,1,1,NA,0,0,0,0,0,0,1,NA,NA,NA,0,7867
7,NA,NA,6,48,49,NA,51,0,0,NA,0,0,NA,NA,0,10,10,NA,10,2,NA,NA,3,7868
NA,NA,NA,NA,25,26,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,7869
9,10,NA,6,18,19,NA,21,1,1,NA,1,0,0,NA,0,6,6,NA,6,NA,0,NA,0,7870
NA,8,NA,6,17,18,NA,20,1,1,NA,1,NA,0,NA,1,1,1,NA,1,NA,0,NA,0,7871
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7872
NA,NA,NA,NA,NA,NA,49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7873
NA,NA,NA,NA,NA,NA,44,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7874
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7875
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7876
5,7,8,3,54,55,56,57,1,1,1,1,0,0,0,0,3,3,3,3,3,3,3,3,7877
2,3,0,5,50,51,52,53,0,0,0,0,1,0,1,0,4,4,4,4,NA,NA,NA,0,7878
NA,NA,2,5,12,13,14,15,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,7879
NA,NA,NA,NA,10,11,12,13,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,7880
NA,NA,6,8,NA,NA,62,63,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,NA,NA,7881
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7882
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7883
